WDPA_PID,IUCN9,Realm,GIS-Area_Category,Acrop-aMER,Acrop-aPTS,Rcrop-aMER,Rcrop-aPTS
323044,V,Palearctic,<1,2AC~1M,2AC~1P,1RC~1M,1RC~1P
163455,No Category,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
323862,V,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555555339,V,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
146898,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555555326,V,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
390169,V,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
390149,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
165158,IV,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
322636,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
163426,No Category,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
319695,V,Palearctic,1~10,3AC~1M,3AC~1P,2RC~1M,2RC~1P
319750,V,Palearctic,50~100,2AC~1M,2AC~1P,2RC~1M,2RC~1P
555546479,IV,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
320677,V,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
378429,V,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555555015,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
323100,V,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
162151,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
82875,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
378506,V,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
321258,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
164413,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
325248,V,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
378405,V,Palearctic,40~50,3AC~1M,3AC~1P,1RC~1M,1RC~1P
325738,V,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
325782,V,Palearctic,20~30,3AC~1M,3AC~1P,1RC~1M,1RC~1P
378437,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
166229,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
324520,V,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
321381,V,Palearctic,10~20,2AC~1M,2AC~1P,1RC~1M,1RC~1P
164227,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
81757,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
325677,V,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
318850,No Category,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
82653,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
324912,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
378438,V,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
321498,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
81367,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
166435,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
395624,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
323761,V,Palearctic,<1,2AC~1M,2AC~1P,1RC~1M,1RC~1P
166317,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
318246,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
319962,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555555385,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
321915,V,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
165155,IV,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555554740,V,Palearctic,50~100,3AC~1M,3AC~1P,1RC~1M,1RC~1P
325737,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
29307,V,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
321342,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
321219,V,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
378652,V,Palearctic,20~30,3AC~1M,3AC~1P,2RC~1M,2RC~1P
162361,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
378499,V,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
82683,IV,Palearctic,1~10,1AC~1M,1AC~1P,2RC~1M,2RC~1P
320930,V,Palearctic,1~10,1AC~1M,1AC~1P,2RC~1M,2RC~1P
164194,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
164574,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
81678,No Category,Palearctic,1~10,1AC~1M,1AC~1P,2RC~1M,2RC~1P
320120,V,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
163129,IV,Palearctic,<1,2AC~1M,2AC~1P,2RC~1M,2RC~1P
318909,IV,Palearctic,<1,2AC~1M,2AC~1P,2RC~1M,2RC~1P
162603,IV,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
82571,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
378479,V,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
165814,IV,Palearctic,<1,2AC~1M,2AC~1P,2RC~1M,2RC~1P
555555018,V,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
319472,V,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
163576,IV,Palearctic,1~10,1AC~1M,1AC~1P,3RC~1M,3RC~1P
319473,V,Palearctic,10~20,2AC~1M,2AC~1P,3RC~1M,3RC~1P
319916,V,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
325218,V,Palearctic,10~20,2AC~1M,2AC~1P,1RC~1M,1RC~1P
322542,V,Palearctic,10~20,1AC~1M,1AC~1P,1RC~1M,1RC~1P
378642,V,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
164827,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555550064,V,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555552704,V,Palearctic,40~50,3AC~1M,3AC~1P,1RC~1M,1RC~1P
164003,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
325886,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
165500,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
395453,V,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
323955,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
318573,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
378454,V,Palearctic,30~40,2AC~1M,2AC~1P,1RC~1M,1RC~1P
395795,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
396014,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
395889,V,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555690998,V,Palearctic,100~1000,3AC~1M,3AC~1P,1RC~1M,1RC~1P
324985,V,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
320447,V,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
378699,V,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
319302,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
163320,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
164964,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555537665,No Category,Palearctic,100~1000,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555513809,V,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
395791,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
166115,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
164033,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
396008,V,Palearctic,<1,2AC~1M,2AC~1P,1RC~1M,1RC~1P
378695,V,Palearctic,<1,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555554665,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
166428,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
378477,V,Palearctic,100~1000,3AC~1M,3AC~1P,1RC~1M,1RC~1P
165730,IV,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
378482,V,Palearctic,40~50,2AC~1M,2AC~1P,1RC~1M,1RC~1P
321161,V,Palearctic,10~20,2AC~1M,2AC~1P,1RC~1M,1RC~1P
162202,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
165952,IV,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
319116,IV,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
318563,IV,Palearctic,<1,2AC~1M,2AC~1P,1RC~1M,1RC~1P
321397,V,Palearctic,1~10,1AC~1M,1AC~1P,2RC~1M,2RC~1P
165641,IV,Palearctic,1~10,1AC~1M,1AC~1P,2RC~1M,2RC~1P
378690,V,Palearctic,1~10,3AC~1M,3AC~1P,2RC~1M,2RC~1P
378507,V,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
165466,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
555537263,No Category,Palearctic,10~20,3AC~1M,3AC~1P,2RC~1M,2RC~1P
165954,IV,Palearctic,<1,2AC~1M,2AC~1P,2RC~1M,2RC~1P
163989,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
163821,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
164728,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
162724,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
146975,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
81365,IV,Palearctic,1~10,1AC~1M,1AC~1P,2RC~1M,2RC~1P
318709,IV,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
378657,V,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
162757,IV,Palearctic,1~10,1AC~1M,1AC~1P,3RC~1M,3RC~1P
395789,V,Palearctic,1~10,1AC~1M,1AC~1P,3RC~1M,3RC~1P
162087,IV,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
165784,IV,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
395652,V,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
319633,V,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
319782,V,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
395820,V,Palearctic,20~30,2AC~1M,2AC~1P,1RC~1M,1RC~1P
395872,V,Palearctic,10~20,1AC~1M,1AC~1P,1RC~1M,1RC~1P
395953,V,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
326008,V,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
320944,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
30106,IV,Palearctic,10~20,1AC~1M,1AC~1P,1RC~1M,1RC~1P
395745,V,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555552725,V,Palearctic,10~20,2AC~1M,2AC~1P,1RC~1M,1RC~1P
320481,V,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
163145,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
395747,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
321699,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
395472,V,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
163833,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555552816,V,Palearctic,10~20,3AC~1M,3AC~1P,1RC~1M,1RC~1P
319075,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
319693,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
395545,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
395569,V,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
163374,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
321297,V,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
395717,V,Palearctic,20~30,2AC~1M,2AC~1P,1RC~1M,1RC~1P
20788,V,Palearctic,50~100,3AC~1M,3AC~1P,1RC~1M,1RC~1P
325546,V,Palearctic,30~40,1AC~1M,1AC~1P,1RC~1M,1RC~1P
390139,V,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
325743,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
323491,V,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
162801,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
165204,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
320787,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
82896,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
166347,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
319980,V,Palearctic,10~20,3AC~1M,3AC~1P,1RC~1M,1RC~1P
164455,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
319490,V,Palearctic,40~50,3AC~1M,3AC~1P,1RC~1M,1RC~1P
395888,V,Palearctic,10~20,3AC~1M,3AC~1P,1RC~1M,1RC~1P
318094,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
342976,III,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
318775,IV,Palearctic,10~20,1AC~1M,1AC~1P,1RC~1M,1RC~1P
323774,V,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
396106,V,Palearctic,100~1000,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555550066,V,Palearctic,100~1000,3AC~1M,3AC~1P,1RC~1M,1RC~1P
320717,V,Palearctic,20~30,3AC~1M,3AC~1P,1RC~1M,1RC~1P
322555,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
82408,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
67941,No Category,Palearctic,30~40,2AC~1M,2AC~1P,1RC~1M,1RC~1P
322478,V,Palearctic,<1,2AC~1M,2AC~1P,1RC~1M,1RC~1P
162851,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
324925,V,Palearctic,<1,2AC~1M,2AC~1P,1RC~1M,1RC~1P
166185,IV,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
318222,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
166120,IV,Palearctic,<1,2AC~1M,2AC~1P,1RC~1M,1RC~1P
164952,IV,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
323689,V,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
322490,V,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
164406,IV,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
555552727,V,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
165514,IV,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
323033,V,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
322320,V,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
322870,V,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
395651,V,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
81451,IV,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
323489,V,Palearctic,<1,2AC~1M,2AC~1P,2RC~1M,2RC~1P
165545,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
162109,IV,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
321458,V,Palearctic,<1,3AC~1M,3AC~1P,2RC~1M,2RC~1P
322556,V,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
163567,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
165528,IV,Palearctic,<1,2AC~1M,2AC~1P,2RC~1M,2RC~1P
164247,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
165017,IV,Palearctic,1~10,3AC~1M,3AC~1P,2RC~1M,2RC~1P
30107,IV,Palearctic,20~30,2AC~1M,2AC~1P,2RC~1M,2RC~1P
164601,IV,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
82566,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
82804,IV,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
318162,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
319332,IV,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
163171,IV,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
322477,V,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
162055,IV,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
165785,IV,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
325484,V,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
325435,V,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
166241,IV,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
14481,IV,Palearctic,1~10,1AC~1M,1AC~1P,3RC~1M,3RC~1P
395573,V,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
163848,IV,Palearctic,1~10,1AC~1M,1AC~1P,3RC~1M,3RC~1P
162231,IV,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
318314,IV,Palearctic,1~10,1AC~1M,1AC~1P,3RC~1M,3RC~1P
165513,IV,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
555641552,No Category,Palearctic,40~50,3AC~1M,3AC~1P,2RC~1M,2RC~1P
390585,IV,Palearctic,10~20,3AC~1M,3AC~1P,3RC~1M,3RC~1P
341802,IV,Palearctic,20~30,2AC~2M,2AC~1P,1RC~2M,1RC~1P
555705116,No Category,Nearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
302332,Ib,Nearctic,20~30,2AC~1M,2AC~1P,2RC~1M,2RC~1P
555515558,IV,Nearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
374534,IV,Nearctic,10~20,3AC~1M,3AC~1P,3RC~1M,3RC~1P
164372,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
166032,IV,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
163454,No Category,Palearctic,<1,2AC~1M,2AC~1P,2RC~1M,2RC~1P
4399,No Category,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
165104,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
323051,No Category,Palearctic,1000~10000,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555555208,V,Palearctic,10~20,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555561119,V,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555555192,V,Palearctic,<1,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555550050,No Category,Palearctic,<1,2AC~1M,2AC~1P,1RC~1M,1RC~1P
323742,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
390236,V,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
162892,No Category,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
164072,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
390224,V,Palearctic,20~30,2AC~1M,2AC~1P,1RC~1M,1RC~1P
165054,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
555542503,No Category,Neotropic,10~20,3AC~1M,3AC~1P,2RC~1M,2RC~1P
165309,No Category,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
390148,V,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
320683,No Category,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
390227,V,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
82715,IV,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
163436,No Category,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
82426,No Category,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
555546818,IV,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
82748,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555554371,V,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
164618,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
321868,V,Palearctic,30~40,2AC~1M,2AC~1P,1RC~1M,1RC~1P
323691,V,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555552764,V,Palearctic,40~50,3AC~1M,3AC~1P,1RC~1M,1RC~1P
163048,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
81575,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
378397,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
322053,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555589423,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555554611,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555554606,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
322085,V,Palearctic,20~30,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555554236,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555554599,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555554696,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
163986,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
162607,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
321017,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
395770,V,Palearctic,20~30,2AC~1M,2AC~1P,1RC~1M,1RC~1P
93947,IV,Palearctic,100~1000,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555554365,V,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
329600,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
321070,V,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555552991,V,Palearctic,50~100,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555589420,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
318339,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555554368,V,Palearctic,<1,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555554358,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
164361,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555554367,V,Palearctic,<1,2AC~1M,2AC~1P,1RC~1M,1RC~1P
319748,V,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
320618,V,Palearctic,10~20,3AC~1M,3AC~1P,1RC~1M,1RC~1P
324828,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
162896,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
323791,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555554695,V,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555589446,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555554237,V,Palearctic,<1,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555561256,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
164389,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
318438,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555554246,V,Palearctic,<1,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555554240,V,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555554391,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555554604,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
81571,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555554610,V,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
164981,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
378738,V,Palearctic,<1,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555554234,V,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555554401,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555554663,V,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
166186,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555719198,No Category,Palearctic,100~1000,3AC~1M,3AC~1P,1RC~1M,1RC~1P
323049,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555554697,V,Palearctic,20~30,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555589467,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
318403,IV,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555554725,V,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555554699,V,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
